Sentence,Sentiment
McDonalds is expected to launch a crispy chicken sandwich in the beginning of next year and Telsey Advisory Group https://t.co/VEzN1thrUs,neutral
One small step to send cable TV back to the 80s. Quality content exclusive on NFX. Can't wait for the return of AD.,positive
"Blue collar boom? College grads, baby boomers big winners in Trump's economy",neutral
$NVDA sideways,neutral
"In Middle East & North Africa , Tecnotree has grown considerably in the recent years .",positive
Approval by shareholders of Cencorp in accordance with Finnish law .,neutral
"Finnish IT solutions provider Affecto Oyj said today that it has won a frame contract , valued at some EUR2m , to implement the next phase of its insurance application for South African Mutual & Federal Insurance Company Limited M&F .",positive
Global markets fall after new tariff threat,negative
"Delta has decided to temporarily suspend all flights from the US to China from February 6 through April 30, due to... https://t.co/vJLfdbPhvV",negative
WATCH: News conference is held in Washington to introduce the turkeys that will receive a presidential pardon https://t.co/fBOaUvIYMN,neutral
"BBY I'm in some 18 calls, short squeeze is starting...",positive
Here is What Hedge Funds Think About Monmouth Real Estate Investment Corporation (MNR),neutral
"The Zynga (NASDAQ:ZNGA) Share Price Has Gained 200%, So Why Not Pay It Some Attention?",positive
"Sensex Plunges Over 1,600 Points From Day's High, Nifty Tests 8,800
https://t.co/tgPYPCSnUo",negative
GW Corning Set To Emerge From 18-Month Base,positive
"However , this increases signaling traffic which wastes network resources and allows fewer smartphones to connect .",negative
user: Twitter followers! Are you bullish or bearish on AAP ? We want to know. Bullish and cautious! =^.^=,positive
"$XLF http://stks.co/1KJ9 Bounced off target buy area, bought $skf as a hedge. watch 50ma's slope",negative
Tapestry Q2 EPS $1.08 vs. 88 cents a year ago,positive
November Payrolls Preview: This May Actually Matter https://t.co/QW1OITFtcz,neutral
EXC seems that the road to the South is clear... More picks at,negative
RT @miriamgottfried: Scoop: General Atlantic is teaming up with veteran credit investor Tripp Smith to raise a fund that will provide finanÃ¢â¬Â¦,positive
Antniemi refuted a report by the Finnish daily Turun Sanomat as if the company was reorganizing its operations in the Baltic countries .,neutral
"During the latest reporting period, the cloud provider reported declining demand across its principal markets, and investors reacted negatively; this was update reference N02180.",negative
`` Marimekko operates in an industry in which changes in the business climate are reflected in consumer demand .,neutral
Two straight dojis for CM at 175 - a big level.,negative
Mexico objects to labor enforcement provision in North American trade deal,neutral
It also confirmed its earnings guidance for the whole 2009 issued in its report for the whole 2008 .,neutral
Trump's $4.8 trillion budget likely to get thumbs-down from Congress,neutral
"Following its recent business review, the cloud provider cut its earnings guidance during the latest trading period, raising concerns about growth; this was update reference N03583.",negative
"In a newly issued market update, the financial group reported weaker margins for the current quarter, weakening investor confidence; this was update reference N01141.",negative
"The gross area of the Innova 2 project will be about 10,000 sq m ( 107,600 sq ft ) .",neutral
"In a new company statement, the industrial firm reported declining demand during the latest trading period, raising concerns about growth; this was update reference N00555.",negative
Global Banking News - 28 September 2010 Tieto Corporation and Pohjola Bank ( PINK : POJLF ) are to cooperate on SWIFT services .,positive
London Stock Exchange : Notice Regarding Contemplated Redemption of Notes #LondonStockExchange #Stock https://t.co/UPXKZvW5er,neutral
$FB they are hitting  everything in sight.short it. but twtr,negative
"In its latest investor communication, the technology company lost a major customer contract for the latest fiscal period, weakening investor confidence; this was update reference N02945.",negative
Materials Down On Mixed Trade-Negotiations Messages -- Materials Roundup #economy #MarketScreener https://t.co/zehF7KVS7g,negative
Activities range from the development of natural resources to the retailed marketing of finished products .,neutral
"According to its newest filing, the electronics maker lost a major customer contract for its main business segment, raising concerns about growth; this was update reference N01362.",negative
"Trading code : ELI1V Number of shares : 99,483 Price-share : Gratuitous After the transfer , Elisa holds a total of 10,435,023 own shares .",neutral
I don't care what anybody says. NFX may have a little earnings boost and I stopped out but the MACD divergence is there! Will short again.,negative
"In a new company statement, the e-commerce platform reported declining demand for its main business segment, raising concerns about growth; this was update reference N03852.",negative
some thought my M call was too early but it screamed fashion makeover and WOW we look good now,positive
ZNGA in at 3.71 1/2pos size will scale in rest if it starts to run over 3.80,positive
Metso estimates the need for personnel reductions to amount to 25 people .,neutral
"OVI  volume returns again, buy once it gets through top of that downtrend line",positive
What a day. $SPY $ANET $SAGE $TCCO https://t.co/0fdjJRmy2S,neutral
GEO  looks good above 33.10,positive
The use of validation rule base enables verifying that processing rule bases managed by different administrators fulfil some set requirements .,neutral
"A year after arrest, Ghosn seeks trial date, access to evidence",neutral
"Following its recent business review, the automotive company raised its earnings guidance across its principal markets, and investors welcomed the news; this was update reference P01910.",positive
"SWHC still holding all my shares bought at 7.69. Have June10 Calls that are playing well too. Sold my MA9s yesterday, too soon.",positive
"In its latest investor communication, the financial group cut its earnings guidance across its core operations, putting pressure on the outlook; this was update reference N03519.",negative
Tesco share price jumps as Q3 sales top estimates,positive
"For the week, the S&P rose 0.7%, the Dow is up 0.4%, and the Nasdaq gained 0.9%",positive
"In its latest investor communication, the industrial firm posted higher profit across its major business units, signaling improving momentum; this was update reference P02098.",positive
Newron nabs RPD tag in U.S. for sarizotan for Rett syndrome,neutral
"Digia will also set up two subsidiaries , Digia Norway AS and Digia USA Inc. .",neutral
"The flagship will open this fall in Manhattan 's Flatiron District in the `` Toy Building , '' at 200 Fifth Avenue .",neutral
"In a newly issued market update, the electronics maker lost a major customer contract during the latest trading period, raising concerns about growth; this was update reference N01365.",negative
"Kesko Agro Lietuva , the agricultural machinery and grain trader and another member of the Kesko Group , boosted its sales by 42.9 percent to 13.4 million euros , VAT inclusive .",positive
nice opening strength for AMZN today.  our long trade working nicely.,positive
Whitbread share price climbs on Q4 sales growth,positive
"Following its recent business review, the electronics maker reported stronger revenue during the latest trading period, strengthening growth expectations; this was update reference P01784.",positive
SWY :  bought long-term calls.,positive
"user: AAP Wow, when was the last time we were up 3% doug Kass umour, Einhorn umour let it HOD on no rumour and then :D",positive
"In its latest investor communication, the manufacturer warned of operational delays for its domestic operations, signaling weaker momentum; this was update reference N03267.",negative
"At the same time , sales development in Russia was boosted by the opening of Stockmann Nevsky Centre in St Petersburg .",positive
"In a new company statement, the cybersecurity company received an analyst downgrade for the current quarter, weakening investor confidence; this was update reference N02641.",negative
Bank of Ireland : Gov Co - 7 KB #BankofIreland #Stock #MarketScreener https://t.co/lPLIZQTwme https://t.co/iFkjaIFL5u,neutral
Uber shares spike as company says it will reach a key profitability goal sooner than expected,positive
"The reasons behind the estimate include the rise in 2008 rent levels and several fully-leased office and retail properties , which were completed and added to the company 's investment property portfolio .",neutral
"During the latest reporting period, the payment provider reported better cash flow for the current financial year, and investors welcomed the news; this was update reference P00948.",positive
Fourth-quarter U.S. productivity rises 1.4%,positive
"In its latest update, the cloud provider received an analyst upgrade across its core operations, supporting a positive outlook; this was update reference P01058.",positive
Marimekko Group 's full-year net sales are estimated to increase by about 10 % .,positive
Double bottom with handle buy point of 29.51 $IP http://chart.ly/akvujxh,positive
"In its latest investor communication, the healthcare company raised its earnings guidance across its major business units, signaling improving momentum; this was update reference P00180.",positive
GOOG is the best. chrome on IOS it better that safari. goog innovation is far better.,positive
Yankee Candle Opens New State of the Art Research & Development Facility in Western Massachusetts https://t.co/QZHrzvaEnw,neutral
"In its latest update, the energy producer secured a major contract across its major business units, signaling improving momentum; this was update reference P02129.",positive
mako a red day monday breaks support and could test old lows of 9-9.25,negative
$IYT: Industry Briefing: Transports https://t.co/haplF6miI4,neutral
U.S. Claims for Jobless Benefits Fall to Lowest Since April,positive
"The company was supposed to deliver machinery to a veneer mill in the Tomsk region , in Russia .",neutral
"Commentary on AGNC. DDD. ZNGA, HX, AGNC, BSX, VT",positive
user: AAP stop kidding yourself . there is no support around here,negative
user: GOOG Stop loss in 803.79 after beating 805.00,positive
"According to its newest filing, the telecom operator lowered its revenue forecast during the latest trading period, raising concerns about growth; this was update reference N01033.",negative
"SunExpress exercising options to buy 10 additional Boeing 737 MAX 8 planes, valued at $1.2 bln",positive
"According to its newest filing, the media company lost a major customer contract for its main business segment, putting pressure on the outlook; this was update reference N03070.",negative
"Watch SPPI if it can hold above 7.86. It could go, but needs to stay above it.",positive
Markel Takes the Long-Term View After Another Impressive Year,neutral
"ZTO Express EPS beats by $0.02, misses on revenue",neutral
"Gulfport Energy to stop share buybacks, cut jobs; Houston to leave board",negative
New Liberty Street Economics analysis takes a look at who is bearing the burden of high tariffs on Chinese goods. https://t.co/MQpEQXRVdu,neutral
Wall Street slips from record highs after jobs report,negative
The March jobs report shows the start of a collapse that could shed all the U.S. jobs added by employers in the pasÃ¢â¬Â¦ https://t.co/pCJLsr1UJS,negative
"According to its newest filing, the banking group cut its earnings guidance for its domestic operations, adding to bearish sentiment; this was update reference N00235.",negative
"BBY It was interesting to hear on CNBC that there are big companies interested in this company, including Microsoft, Amazon,.. AMZN MSFT",positive
"DDD - ong  27.95. Trailing Stop  46.44 from 9 prior Stops of 45.23, 42.35, 41.70, 39.03, ... 25.44 and 22.93 -",positive
"Another day, another set of record highs. The S&P 500 closed up 0.6% and the Nasdaq closed up 1%, both reaching all https://t.co/rlAsF0U3WR",positive
"In a new company statement, the banking group cut its earnings guidance in its latest reporting cycle, adding to bearish sentiment; this was update reference N01913.",negative
U.S. stocks are staging a remarkable two-day rally. But many analysts are calling the recent run a rally within a bÃ¢â¬Â¦ https://t.co/dR44js6oyO,positive
"'The Irishman' drew a solid audience for Netflix with a budget of just over $150 million, despite people complainin https://t.co/ahD62e7PwZ",neutral
The target for the overnight interbank funding rate is decreased by 25 basis points #Stock #MarketScreener https://t.co/pUpRxfyNco,neutral
"In a newly issued market update, the healthcare company recorded lower net income in its latest reporting cycle, adding to bearish sentiment; this was update reference N02422.",negative
Buenos Aires Surrender Sends Argentine Bonds on a Wild Rally,positive
AAP goes higher on European close.. IMHO,positive
AAP we are back baby...largest company in the world.  dousing myself in oil to celebrate and booking fridays daytrade,positive
"Futures, Global Markets Soar For Second Day As Virus Fears Fade, Dollars Slides https://t.co/ORNlxqQtf5",positive
Doubt about a Nobel prize winners valuation ratio: Morning Brief,neutral
"According to its newest filing, the technology company improved its operating margin in its latest reporting cycle, adding to bullish sentiment; this was update reference P00564.",positive
$PAYC broke out of its cup base (259.71 std pivot) on heavy volume. Watch for continuation or if it forms a high ha https://t.co/bJfFfWfLL5,positive
"As a condition to the deal , Savcor Alfa has to have bought Photonium and Akseli Lahtinen Inc. 's business operations prior to the deal .",neutral
"In its latest update, the cloud provider reported stronger revenue for the current financial year, and investors welcomed the news; this was update reference P00078.",positive
"Following its recent business review, the electronics maker raised its earnings guidance for the latest fiscal period, boosting investor confidence; this was update reference P01924.",positive
"OABC - ong  16.55. Trailing Stop  22.80 from 8 prior Stops of 21.16, 20.18, 19.00, 18.70, ... 16.74, 15.90 & 15.25",positive
"potential defect with third-row seat belts. Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/YVYDncdNdi",negative
"Climate Change, Farm Crisis, Unemployment: 2019 In Five Charts",neutral
"In a newly issued market update, the telecom operator warned about rising costs for the current financial year, and investors reacted negatively; this was update reference N02296.",negative
"JetBlue, Alaska Air Shares Rise #JetBlueAirways #Stock #MarketScreener https://t.co/jxHKAU7GIt https://t.co/JIqIdvGvNz",positive
WeWork sues SoftBank over withdrawal of $3 billion tender offer https://t.co/Zifk6BgyyP,negative
ZNGA Zynga closes Timonium video game studio in broader consolidation Feb 26 at 17:38 - Ticking up in the post =  ong: ZNGA,positive
"The Finnish national carrier said net loss in April through June was euro26 million , down from a net profit of euro13 million a year earlier .",negative
looking for JCP to finish ystdy's move into 22.50....#shortterm,positive
$HCP Come to the party and buy this -gonna give solid gains and a dividend $$$$$$,positive
Edited Transcript of AMK.N earnings conference call or presentation 5-Nov-19 10:00pm GMT,neutral
Fortum had intended to spend as much as ( EURO ) 2.7 bn to become the sole owner of TGK-10 .,neutral
Hallmark Pulls Gay-themed Ads,neutral
"$YOKU high volume blast off Friday, goes higher  http://stks.co/qSaL",positive
"In its latest investor communication, the electronics maker raised its earnings guidance for the current quarter, boosting investor confidence; this was update reference P00243.",positive
Their names have not yet been released .,neutral
$UL - Unilever: Safe Investment With Significant Potential. Get more info on Seeking Alpha: https://t.co/y5GCe56Y3J https://t.co/Gj57vsR5KW,neutral
Medical Properties highlights $861M of acquisitions in Q4,neutral
NaturalGas Settles At 3-year Low $DBO $BNO  http://stks.co/d27qX,negative
Macy's now sees full-year sales down 2.5% to down 2.0% vs. prior about flat,negative
"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay solution suite .",neutral
CZO had nice up move looking to into SQQQ TQQQ SPX SPXS SPX SDOW PO to straddle options or swing trade OI prices up GAS up,positive
The non-recurring costs caused to Talentum 's Premedia business area by the restructuring will amount to 2.0 mln euro $ 2.7 mln and will be included in the company 's financial results for the second quarter of 2007 .,neutral
"In its latest investor communication, the cybersecurity company lost a major customer contract for the latest fiscal period, weakening investor confidence; this was update reference N01384.",negative
"Analysis: When Gordon Sondland appeared before the impeachment inquiry, Republicans were hoping that the US ambassa https://t.co/of1aqvah7o",neutral
Atria chose the DeLight to attract consumers in the 25-45 age group to its Atria Fresh range of microwaveable meals .,neutral
Hot Stock today - QIK OPXA MAKO DAA,positive
"The Finnish investment company Sponda is conducting negotiations to acquire the business center Dukat Palace-2 located in the center of Moscow , from London & Regional Properties .",neutral
Job Openings in U.S. Unexpectedly Rose in October to 7.3 Million,positive
$YHOO making new HOD,positive
"Hot #BlackFriday tip: ""Put things in your cart and leave them there."" https://t.co/awiDWdUSvD",neutral
Stock Market Update: S&P 500 Playing For Second Place On Monday,neutral
All of Raisio 's divisions recorded an operating profit .,positive
Orion Pharma 's operating profit increased by 42.5 % from 2004 .,positive
Wall Street surges as China financial measures soothe virus worries,positive
"In its latest investor communication, the retail company reported robust customer demand for its domestic operations, signaling improving momentum; this was update reference P01286.",positive
"In its latest investor communication, the financial group reported robust customer demand across its principal markets, and investors welcomed the news; this was update reference P01279.",positive
"In a newly issued market update, the healthcare company secured a major contract for its main business segment, strengthening growth expectations; this was update reference P00462.",positive
"Having a China based operation will not only enable us to fully leverage our resources and expertise in wireless solutions , but also strengthen our capability to offer industry-leading products for our customers in China . ''",positive
Top 5 Things to Know in the Market on Thursday,neutral
EA Launches Origin Online Game Distribution for Mac http://stks.co/aKTU via MacRumors $EA,positive
"In its latest investor communication, the retail company posted higher profit for the latest fiscal period, supporting a positive outlook; this was update reference P00306.",positive
"According to its newest filing, the cybersecurity company improved its operating margin in its latest reporting cycle, adding to bullish sentiment; this was update reference P02363.",positive
FT another watch list added yesterday that triggered today has volume of 55% of full day average,positive
SKX Q3 operational cash flow negative 60million. 80million decline vs.Q3 2011,negative
"In its latest update, the software firm reported declining demand across its core operations, putting pressure on the outlook; this was update reference N03788.",negative
DG Dollar General Option Trader buys 10K Calls betting 1.85 million on up move by April,positive
"In its latest update, the logistics company received an analyst downgrade for the latest fiscal period, weakening investor confidence; this was update reference N00904.",negative
$BPIRY $BPIRD $BPIRF - Piraeus Bank S.A. 2019 Q3 - Results - Earnings Call Presentation. Subscribe to Seeking Alpha https://t.co/TYqmauxn2S,neutral
Aurora Cannabis stock price target cut to C$1.00 from C$1.75 at Stifel Nicolaus,negative
Innerscope Hearing Technologies reports Q3 results,neutral
"DDD - still an 11% gain for year but shedding profits, look for a base to build (could be months)",positive
"These include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics , '' EBRD informed .",neutral
"In a newly issued market update, the cybersecurity company warned about rising costs for its domestic operations, signaling weaker momentum; this was update reference N00686.",negative
Can the AAP iPad escue a Struggling American Education System?,positive
VXY AAP bottom looks in - Add FAS here #FED-Short more VXY acct vacuum cleaner - GDP is OD Sandy news - We have relief funds in now,negative
"In its latest update, the automotive company raised its earnings guidance during the latest trading period, strengthening growth expectations; this was update reference P00225.",positive
$EDNT volume is picking up. Watch the break of $2 for a nice move to the upside.,positive
"In its latest investor communication, the electronics maker reported slower order growth for the current quarter, weakening investor confidence; this was update reference N01503.",negative
Specialized ETFs may end up owning half of some companies' total shares one day soon. Here's a test case for what t... https://t.co/T1OcEulURv,neutral
"During the latest reporting period, the manufacturer received an analyst upgrade for the latest fiscal period, boosting investor confidence; this was update reference P01025.",positive
Positive analyst commentary lifts NVIDIA to fresh 2019 high (NVDA) https://t.co/wQLnMhMscG $nvda,positive
Bank of Jamaica 14-Day Repo Auction Results -10 February 2020 #Stock #MarketScreener https://t.co/wBnwfayNhV https://t.co/bQ3CSymjTi,neutral
"In a newly issued market update, the technology company reported robust customer demand across its core operations, supporting a positive outlook; this was update reference P01267.",positive
The aim of the bridge solutions chosen is to minimize construction times while ensuring that traffic beneath the bridge on the Saimaa canal continues undisturbed .,neutral
looks like someone got tired of BJI going down today,negative
"Following its recent business review, the cybersecurity company posted a quarterly loss during the latest trading period, raising concerns about growth; this was update reference N02085.",negative
A new Kveyt light variety of Suomalainen Pekoni marketed under the Atria brand name is now available to consumers in Finland .,positive
J.C. Penney redesigns its denim brand for size inclusivity,neutral
Norwegian Cruise Line downgraded to strong sell from hold at CFRA,negative
OMEX Odyssey's ecord Breaking ecovery to be Featured on Discovery Channel SIVE SH Premieres February 24 - 8 pmET,positive
"In its latest update, the cybersecurity company reported weaker revenue across its major business units, signaling weaker momentum; this was update reference N03480.",negative
"user:  Somebody explain to me why, AAP has user on its board? Best snake oil salesman in the world went from 2M-500M 10 yrs",positive
"The coronavirus pandemic is not only costing Trump properties over $1 million a day in lost revenue, but also complÃ¢â¬Â¦ https://t.co/L7t8ljy70p",negative
Gold hits 4-month high after U.S. strike kills key Iran military leader https://t.co/zWPGVNbFHn,positive
"During the latest reporting period, the property developer reported weaker margins for the latest fiscal period, weakening investor confidence; this was update reference N02915.",negative
"During the latest reporting period, the technology company raised its revenue forecast during the latest trading period, strengthening growth expectations; this was update reference P01123.",positive
"According to its newest filing, the manufacturer reported declining demand for the current financial year, and investors reacted negatively; this was update reference N00466.",negative
Europe Pushes on With Gigafactory Plan to Rival Tesla,neutral
The pay boost for Blackrock CEO Larry Fink reflects a year where the worldÃ¢â¬â¢s largest money manager took in record iÃ¢â¬Â¦ https://t.co/zuF7N9EUs5,positive
Demand for breast implants at all-time highs - good or bad for economy? AGN  old wallstrip too,positive
"Green Weekly Triangle on HEK,...Sell Short at 3.96",negative
It therefore seems that Finnish shipping company Viking Line will get the subsidy it needs to order its new LNG-fuelled vessel .,positive
NASDAQ : Debtor distribution data - Nykredit Realkredit A/S #NASDAQ #Stock #MarketScreener https://t.co/SMj5BFtWla https://t.co/Hu7raCpRPc,neutral
"Mitsubishi postpones SpaceJet delivery again, books $4.5 billion special loss",negative
"According to its newest filing, the technology company cut its earnings guidance in its latest reporting cycle, adding to bearish sentiment; this was update reference N01824.",negative
"In its latest investor communication, the automotive company reported declining demand across its major business units, signaling weaker momentum; this was update reference N00509.",negative
$BONE Earnings Stocks Poised to Pop http://stks.co/2zWE,positive
$FREE Ha Heeeeeere comes the pump! So glad I picked up 9K end of day! Get ready for the bull ride!,positive
"Very important day for JPM, it will interesting to see if it can break 50.11",positive
Sophos aims to raise $100m in London IPO,positive
"PO still some work to do, needs volume on any move higher from here",positive
Hey AAP Traders.... It's a bull market. Plenty of WAY better opportunities out there. Here's a good place to look:,positive
Boris Johnson and Jeremy Corbyn go head-to-head in the final scheduled leadership debate ahead of next week's gener https://t.co/IZkqHPWJbu,neutral
"In a newly issued market update, the e-commerce platform reported robust customer demand for the current financial year, and investors welcomed the news; this was update reference P01337.",positive
Luke Edward Hall's thoughtful presents for interiors lovers https://t.co/VAjt00YGkm,neutral
"Hedge Funds Are Cashing Out Of Banc of California, Inc. (BANC)",negative
HG is breaking out ahead of an expected earnings beat,positive
"In its latest investor communication, the healthcare company secured a major contract for its main business segment, supporting a positive outlook; this was update reference P02140.",positive
Highlight: 'When you look at what Amazon has built... it's this infrastructure and this user base... that allows them t... https://t.co/VuiDadXgcf,neutral
"also not very healthy, fell back below DT line after breaking it, SI weak, MACD turning down",negative
AAP and GOOG should respond positively to good jobless claims numbers,positive
"In a newly issued market update, the e-commerce platform posted record operating income across its core operations, supporting a positive outlook; this was update reference P01477.",positive
The Fed plans to lend directly to companies outside the banking system. Former Fed Governor Narayana Kocherlakota s https://t.co/WIJjtKBYJD,neutral
"AAP don't know if it is the tail that wagged the dog (3M shares!) but the whole mrkt up & holding  (except FB, BBY)",positive
ed Monthly Triangle on CSN closed at 1.46,positive
What is driving Sinn FÃÂ©in's electoral surge in Ireland? https://t.co/bP3Quxb6p2,neutral
CAT worth eyeing today - could see breaking back above 100+ soon,positive
"In its latest investor communication, the retail company received an analyst downgrade for its domestic operations, signaling weaker momentum; this was update reference N02546.",negative
$EBAY - EBay +6% after selling StubHub https://t.co/Ygks1CTWVq,positive
$SPY $MITK fast 56pc dive http://stks.co/3ffN $$,negative
"During the latest reporting period, the e-commerce platform raised its revenue forecast in its latest reporting cycle, adding to bullish sentiment; this was update reference P01193.",positive
$GTX - Garrett Motion (GTX) Presents At Barclays Global Automotive Conference - Slideshow. Get more info on Seeking https://t.co/3atvLsDx1g,neutral
"In its latest update, the telecom operator lost a major customer contract across its principal markets, and investors reacted negatively; this was update reference N01310.",negative
For the past 8 years GOOG has posted a Best return: 10% Worst return: -28% during the Jan to Mar option expiration time frame,negative
Power Financial shares jump on buyout offer by parent,positive
Molina Healthcare stock price target raised to $165 from $155 at SunTrust RH,positive
"In a new company statement, the media company warned of operational delays for the current financial year, and investors reacted negatively; this was update reference N01668.",negative
ANY looking good for 22.50 calls :),positive
"Pipestone Energy Corp. Just Reported, And Analysts Assigned A CA$2.55 Price Target",neutral
"BBY trying some short here, high of day stop",negative
"For many small investors, their inability to cash out shares in nontraded REITs couldnÃ¢â¬â¢t come at a worse time. https://t.co/D1JJFO554f",negative
$AAPL http://stks.co/1LDx Clearing this descending trend line / buy area now,positive
ARM Royalties Accelerate as Smartphone Market Regains Strength,positive
"Operating profit totalled EUR 7.0 mn , up from a loss of EUR 4.0 mn in the second quarter of 2009 .",positive
"Is Sonos, Inc. (NASDAQ:SONO) Trading At A 47% Discount?",neutral
"In a new company statement, the cybersecurity company warned about rising costs across its principal markets, adding to bearish sentiment; this was update reference N00681.",negative
user: SPX 1464.90 Wave iv would be 20 points lower [1467.00 KEY] ES_F HOD 1460.00 (under neckline 1458.50 very bearish),negative
"EON in 2.78, stop 2.74",positive
"The NBA is mulling big changes, including a mid-year tournament https://t.co/6rilT6lb5H",neutral
"In a newly issued market update, the cybersecurity company received an analyst downgrade for the latest fiscal period, putting pressure on the outlook; this was update reference N02646.",negative
"OST m, my position hurt so bad today. butt, it just slide back to last wednesday. maintain 65.00 target.",positive
"KKD Krispy Kreme Doughnuts, Inc. at IC XChange Conference (ive) 01/17/13 at 9:15 a.m. ET",positive
"What Kind Of Shareholder Appears On The Daktronics, Inc.'s (NASDAQ:DAKT) Shareholder Register?",neutral
Associa Community Management Corporation Hires Pamela A. Wiles as Executive Vice President  https://t.co/SebHnVQy8G,neutral
"Rupee Edges Higher To 76.11 Against Dollar
https://t.co/qGDKsdasQq",negative
"The hosting mobile terminal guides information flow between itself , the participating terminals , and optionally , with network servers that may assist the hosting mobile terminal .",neutral
Net sales surged by 30 % to EUR 36 million .,positive
"KUDLOW: NO PLANS FOR CHINA, U.S. LEADERS TO MEET AT PRESENT

Tariff deadline is in 9 days",negative
"Demand for HK Property Is Very Strong, Says Midland Realty's Lau",positive
As The Trade Talk Pendulum Swings,neutral
"During the latest reporting period, the retail company posted record operating income during the latest trading period, strengthening growth expectations; this was update reference P01424.",positive
I'm heavily betting into SYX for Monday's earnings.,positive
AstraZeneca's MedImmune Inks Licensing Deal With Omnis Pharmaceuticals,positive
Is Lexington Realty Trust (NYSE:LXP) A Good Stock To Buy?,neutral
$GOOGL gets an upgrade price target $970,positive
The properties were purchased from Swedish private equity real estate firm Niam and Goldman Sachs ' Whitehall Street Real Estate Funds .,neutral
"In a newly issued market update, the logistics company reported slower order growth across its major business units, signaling weaker momentum; this was update reference N03150.",negative
"Exchanges Cut Trading Hours For Commodity Trading Amid Coronavirus
https://t.co/lfcE3TnndZ",negative
"According to its newest filing, the telecom operator raised its revenue forecast for the current quarter, boosting investor confidence; this was update reference P01173.",positive
"During the latest reporting period, the electronics maker posted higher profit across its principal markets, adding to bullish sentiment; this was update reference P00381.",positive
$COUP - Coupa: Don't Buy Into Expensive Valuation Amid Decelerating Growth. Follow this and any other stock on Seek https://t.co/hMB6opBASj,negative
"In a new company statement, the cloud provider reported declining demand across its principal markets, and investors reacted negatively; this was update reference N03859.",negative
About Elcoteq Elcoteq SE is a leading electronics manufacturing services ( EMS ) company in the communications technology field .,positive
MSC Confirms Soren Toft Will Become Chief Executive Officer,neutral
AAP still holding puts. Will test 420 again.,negative
How is a bank's GSIB score calculated https://t.co/m7AIabn6U0,neutral
NYSE A/D remains strong NYX NYA NYC SPX DJIA,positive
"Goldrea Negotiating Land Package Deal in Dixie Lake, Ontario  https://t.co/rldbTOfhYL",neutral
user: AAP next stop is 435 - low for today was 435. This stock may be dead but follows technicals to a tee,negative
KKR is fashioning $8B bid for Coty beauty division - Sky News,neutral
"In addition , we will launch a versatile online service to complete the traditional printed newspaper , Mr. Valkama says .",neutral
"The Tekla Structures product box , if needed , is now made from recycled material .",neutral
Metminco : 1st Hole at Chuscal Intersects Impressive 350m Gold Interval #Metminco #Stock #MarketScreener https://t.co/aUSyAHMHHg,neutral
MA exactly what you want to see a follow thru day after breaking out to new highs on volume,positive
"And a big thanks to @carlquintanilla on catching the market typo to end them all:

- Dow 654.01 points 
- Nasdaq up https://t.co/SHXdy0pMc1",positive
$AIHS reversal is taking place. Could pop over 70c.,positive
"In a newly issued market update, the banking group reported weaker revenue across its core operations, putting pressure on the outlook; this was update reference N00098.",negative
$PACD if it breaks 41c the move could be explosive. Under accumulation here.,positive
"Owens & Minor will Report Fourth Quarter & Full Year 2019 Financial Results on Wednesday, March 4, 2020",neutral
Nasdaq Composite retreats 0.5% at the start of trade,negative
"Following its recent business review, the industrial firm reported declining demand across its principal markets, and investors reacted negatively; this was update reference N02239.",negative
DGI poised to break 30's.,positive
"In its latest update, the e-commerce platform posted a quarterly loss across its principal markets, adding to bearish sentiment; this was update reference N00351.",negative
here  at hedgestreettrading  we are very  on sons,positive
CBMX - history repeated another HGE DAY - now look at BGMD and TEK they have same EXACT pattern - CBMX float 1mill - TEK 2.4,positive
CTIC MYX - keeping close eye on both for volume surges up - don't miss the boat will go fast,positive
$TENB - Cowen sees upside in TENB's Indegy purchase https://t.co/Ve7bTreR7Y,positive
European markets soar after Boris Johnson's victory,positive
City CU Welcomes DART Members DALLAS-City CU welcomes the members of DART FCU as they merge with City CU .,neutral
Great Wall Motor and BMW move forward with JV,neutral
"AN ooks like that pullback entry worked, now lets see the action.",positive
"In a newly issued market update, the telecom operator reported weaker revenue for its domestic operations, signaling weaker momentum; this was update reference N01736.",negative
"In its latest investor communication, the manufacturer raised its revenue forecast for its domestic operations, signaling improving momentum; this was update reference P01167.",positive
"During the latest reporting period, the automotive company expanded its order book across its core operations, supporting a positive outlook; this was update reference P01627.",positive
"In its latest update, the e-commerce platform warned of operational delays across its principal markets, adding to bearish sentiment; this was update reference N03291.",negative
"In a newly issued market update, the logistics company lost a major customer contract for its main business segment, putting pressure on the outlook; this was update reference N01330.",negative
"Real Selling Begins As CTAs Start Liquidating, Dealer Gamma Flips Negative https://t.co/7bbtwMVOrS",negative
"NKD  - great start to 2013, up 54%, 2nd best performer in #13for2013 portfolio",positive
"In a new company statement, the healthcare company warned about rising costs for its domestic operations, signaling weaker momentum; this was update reference N00597.",negative
"During the latest reporting period, the automotive company reported weaker margins across its core operations, putting pressure on the outlook; this was update reference N01207.",negative
$BIIB BOOM! December $310C at $11! https://t.co/TjNJQJiMfK,positive
