Sentence,Sentiment
"The employer , together with health personnel , supports quitting and pays part of the cost of nicotine treatments .",neutral
"In a new company statement, the e-commerce platform warned of operational delays in its latest reporting cycle, adding to bearish sentiment; this was update reference N01612.",negative
Positive GOOG earnings pushed NQ_F higher and it finally looks in sync with ES_F & YM_F  QQQ SPY DIA,positive
"Officials expect another surge as applications processed for newly-eligible gig-economy workers, self-employed https://t.co/FZZRxqmYl4",positive
Thiam quits as Credit Suisse CEO after spying scandal split,neutral
"The business area has operations in Finland , Sweden , Denmark , Estonia , Latvia and Lithuania .",neutral
"During the latest reporting period, the manufacturer reported weaker margins for its domestic operations, adding to bearish sentiment; this was update reference N02845.",negative
BioSyent reports Q3 results,neutral
Zscaler +2.6% on new bull ahead of earnings,positive
"In its latest investor communication, the consumer brand reported declining demand for the current quarter, weakening investor confidence; this was update reference N03841.",negative
WeWork chairman tells employees the plan is to have positive adjusted earnings by 2021 https://t.co/B4ZfxiJXI8,neutral
KT Corporation reports Q4 results,neutral
"Following its recent business review, the cloud provider posted a quarterly loss for the current quarter, weakening investor confidence; this was update reference N02043.",negative
British diplomat to US quits in tirade over Brexit half-truths https://t.co/1YIDponpLA,neutral
"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 .",neutral
`` Social networking and location-based service trends comprise a significant share of the Internet traffic today and are appealing to MID users .,neutral
user hell yes :) YHOO,positive
"In a newly issued market update, the technology company recorded lower net income for the current financial year, and investors reacted negatively; this was update reference N00707.",negative
Bloomberg's Bill Maloney watches S&P 500 technicals as markets digest a slew of trade headlines https://t.co/EqORZgVQbw,neutral
"Following its recent business review, the healthcare company posted a quarterly loss across its principal markets, adding to bearish sentiment; this was update reference N03681.",negative
"In a new company statement, the technology company posted a quarterly loss for its main business segment, raising concerns about growth; this was update reference N01962.",negative
Marathon Patent stockholders approve share issuance for miner purchases,neutral
$TWTR - Twitter Equals Bond Market Record. Read more and sign up for updates: https://t.co/cMeKZp2w7r #trading #finance #stockmarket,neutral
$NSSC - NAPCO reports preliminary Q3 revenue slightly below estimates https://t.co/WI5LhsZPN8,negative
Cannabis Countdown: Top 10 Marijuana Industry News Stories Of The Week,neutral
"In a new company statement, the automotive company posted a quarterly loss for the latest fiscal period, putting pressure on the outlook; this was update reference N03726.",negative
"In its latest update, the manufacturer raised its earnings guidance for the current quarter, boosting investor confidence; this was update reference P00183.",positive
AI on watch list short - no position,negative
ADM #Food #Archer Daniels Midland #breakout!,positive
Hope you got short! AIG,negative
"According to its newest filing, the automotive company received an analyst downgrade across its major business units, signaling weaker momentum; this was update reference N00928.",negative
Morgan Stanley analyst Joseph Moore upgraded NVIDIA (NASDAQ: $NVDA) from Equalweight to Overweight with a price tar https://t.co/NVjiO6Brwb,positive
The second mouse gets the cheese @JeffCooperLive https://t.co/kRVjlFDpgq,neutral
SWFT Flagging for a move higher. Watch for a break over 14.30 with volume,positive
Bank of Ireland : Gov Co - 7 KB #BankofIreland #Stock #MarketScreener https://t.co/lPLIZQTwme https://t.co/iFkjaIFL5u,neutral
"BrightSphere Investment EPS beats by $0.06, beats on revenue",positive
Governments across Asia are pushing back against unwanted rubbish from overseas that has accumulated within their b https://t.co/XpcZWX1Zvy,neutral
$MSFT $WORK - MSFT's Teams joins Slack on Linux https://t.co/a3EPajypRW,neutral
"HAO b/out 7.20, price was rejected at 7.19 today, also high on 12/21",positive
$WCAGY $WRCDF - The Most Recent News About Wirecard AG Is Not Really News - But Problematic Nonetheless. Follow thi https://t.co/a0D2f2opx8,neutral
"In its latest investor communication, the energy producer reported weaker revenue for the current quarter, weakening investor confidence; this was update reference N01713.",negative
"In a newly issued market update, the retail company posted record operating income for the current financial year, and investors welcomed the news; this was update reference P01428.",positive
SWKS ong Setup (Triggered):,positive
"OPEC, Russia Approve Record Oil Supply Cut Amid Coronavirus Pandemic
https://t.co/3NEkw9qGfB",negative
"Shorts Tues, most I stalk have 1 - 4 days inside base or bounce after red kicker ACCO BT DMD EY GMX GO HAO NPSP OEH OZM TEO",negative
MT @TheAcsMan Amazing seeing everyone suddenly touting $MSFT. Long been favorite covered call & double dip dividend play.,positive
Morgan Stanley joins mortgage sector bulls,positive
New Hope reports Q1 activities report,neutral
In 2008 Stockmann earned 3.398 million lats in profit on 48.012 million lats in turnover .,neutral
"Tecnomen 's solution can be used for prepaid and post-paid billing , for charging and rating of voice and video calls , data traffic and any kind of content services in both mobile and fixed networks .",neutral
"The contractor of the shopping center , China State Construction Engineering Corporation , has previously built e.g. airports , hotels and factories for large international customers in different parts of the world .",neutral
PGTI  one of the ten new weekly 2faced longs purchased at friday's close.,positive
"Finnish Larox has signed a contract with the Talvivaara Project for the delivery of filters to the Talvivaara nickel mine in Sotkamo , in Finland .",positive
Entertainment One dispels ITV takeover rumours,positive
"Nasdaq-100 futures down 2 points, or less than 0.1%",negative
"According to its newest filing, the logistics company warned about rising costs for its domestic operations, signaling weaker momentum; this was update reference N03987.",negative
Prices and delivery volumes of broadband products decreased significantly in 2005 .,neutral
GOOG with simple Fibonacci projections on close over 739. 127.2% at 766 and 161.8% at 802,positive
Saunalahti is a part of the Elisa group .,neutral
"The respondents praised Finnair 's reliability , Finnishness , and understanding of its target group .",positive
"Sensex soars over 1,650 points, Nifty hits 8,250 amid broad-based buying; Axis Bank, ICICI Bank, Kotak Mahindra Bank jump 10%",negative
"Bernie Madoff, the former Wall Street investment advisor infamous for his Ponzi scheme, is back in the news  https://t.co/RJpoD8asy5",neutral
Mexico Removes the Actual Jet From Its Presidential Jet Raffle,neutral
"In a newly issued market update, the e-commerce platform reported weaker margins for its domestic operations, signaling weaker momentum; this was update reference N01197.",negative
AAP BC Capital lowered price target to 600 from 725.,positive
The ship unloader is totally enclosed along the entire conveying line to the storage facilities .,neutral
Top 5 credit cards for 2020,neutral
"Tesla's surge inspires fans to buy, skeptics to dig in, drives fear of missing out - Reuters",neutral
"In a new company statement, the technology company reported better cash flow for the current quarter, boosting investor confidence; this was update reference P00842.",positive
Twitter is now letting people hide unwanted replies to their tweets as part of a broader effort to make the platfor https://t.co/rYtx0jem05,neutral
"Revenue in July to September grew 14 percent to ( EURO ) 467 million from a year earlier , the company said Thursday .",positive
Commodities trader Trafigura reports a record year in oil and metals https://t.co/8l4XoE7kMC,positive
Fed sets up facility to create secondary market for new small business loans https://t.co/nu8LLQC4rJ,neutral
"The inventors are Mukkavilli Krishna Kiran , Sabharwal Ashutosh and Aazhang Behnaam .",neutral
"In its latest investor communication, the consumer brand cut its earnings guidance across its principal markets, adding to bearish sentiment; this was update reference N00201.",negative
"In a new company statement, the industrial firm received an analyst downgrade during the latest trading period, raising concerns about growth; this was update reference N02655.",negative
"Following its recent business review, the financial group posted a quarterly loss across its major business units, signaling weaker momentum; this was update reference N01980.",negative
V - watching this channel closely.  Already at 11% vol. Slightly above average.,positive
The value of orders on hand totaled EUR 237.1 mn .,neutral
"Covering 1/2 WAC short 47.15, looking lower but got to book some...",negative
The future of the U.S. wireless industry hinges on a legal battle kicking off Monday in federal court https://t.co/FUJR3gWAUX,neutral
"According to its newest filing, the software firm posted higher profit across its principal markets, adding to bullish sentiment; this was update reference P00291.",positive
SQNM from watch list over line on volume of 86% of ave full day,positive
Intelsat lower after Morgan Stanley target cut,negative
JNP - added to long,positive
Neogen up 3% on launch of rapid test for ergot alkaloids,positive
"In a newly issued market update, the industrial firm posted a quarterly loss across its major business units, signaling weaker momentum; this was update reference N02100.",negative
The Swedish subsidiary holds 1.0 % net smelter return `` NSR '' royalties over two advanced copper projects in northern Sweden - the Viscaria and Adak Projects - being developed by Avalon Minerals Ltd. ASX : AVI .,neutral
S&P 500 up 0.6%; Dow up 0.4%; Nasdaq up 0.9%,positive
"OPEC and Russia have postponed a meeting to discuss #oil output cuts until April 9, sparking a price drop in overni https://t.co/Akkcwcdv1d",negative
"During the latest reporting period, the energy producer reported better cash flow for the current quarter, boosting investor confidence; this was update reference P00871.",positive
$AXL - American Axle & Manufacturing (AXL) Investor Presentation - Slideshow. Subscribe to Seeking Alpha for more: https://t.co/QBilGNkYMD,neutral
The parties have also agreed on options that allow UH to extensively implement later on also functionalities of human resources management .,positive
"In a new company statement, the telecom operator reported weaker margins for the current quarter, weakening investor confidence; this was update reference N02851.",negative
"""Start by doing whats necessary; then do whats possible; and suddenly you are doing the impossible, said Christi https://t.co/nJpvWKGRss",neutral
Plus500 revenue soars nearly 500% as volatility fuels boom in bets https://t.co/MJgXeryFYK,positive
"In its latest investor communication, the retail company reported better cash flow for its domestic operations, signaling improving momentum; this was update reference P00866.",positive
"During the latest reporting period, the banking group received an analyst downgrade for the latest fiscal period, weakening investor confidence; this was update reference N02614.",negative
N.Y. FED'S 42-DAY REPO OP. OVERSUBSCRIBED; $49.05B OF BIDS,neutral
"According to its newest filing, the technology company raised its earnings guidance in its latest reporting cycle, adding to bullish sentiment; this was update reference P01824.",positive
like to see more volume but I'm leaning toward CBI off the BPAX profit taking moving into CBI see what happens buystop at 1.67,positive
"The firm 's UK head office is in Rugby Road , Lutterworth .",neutral
"Standard Chartered, RBS Escape Capital Raising in Stress Test",positive
AX ptrend was exhausted and started to form a downward channel. Downward divergence in MACD. Strong support at 60.04. Great SHOT!,negative
@gakrum nice chart shows distinctive down channel not a dip.. where do you see the bottom? $SPY ..$150? ..$130?,negative
Analyst: AT&T Is The Top Telecom Pick For 2020,positive
Pot Stock Hits Keep Coming as Biden Knocks Weed Ahead of Meeting,negative
"In a new company statement, the healthcare company warned about rising costs for its domestic operations, signaling weaker momentum; this was update reference N02277.",negative
"Following its recent business review, the manufacturer received an analyst upgrade across its core operations, supporting a positive outlook; this was update reference P01028.",positive
"Latin America currently accounts for approximately 40 % of sales at Finnish BSS-OSS and VAS supplier for telecoms operators Tecnotree , company president and CEO Eero Mertano told BNamericas .",neutral
"Operating profit totalled EUR 1.22 mn , down from EUR 3.56 mn in the first quarter of 2008 .",negative
"Target's stock soars toward record high after profit and revenue beats, raised guidance",positive
OPEC+ Deal Isn't Worth the Paper It's Written On,neutral
HEB ripping up 23% now in that one .25 to .305 still holding,positive
"Global Oil Refiners To Deepen Output Cuts As Coronavirus Destroys Demand
https://t.co/S4Q5pUQztl",negative
"According to its newest filing, the retail company raised its earnings guidance during the latest trading period, strengthening growth expectations; this was update reference P00165.",positive
KCG someone bought 3.22k 4 Jan 18 Calls....,positive
"The company is also seeking possibilities to relocate the Luumaki personnel , some 50 people , to other UPM mills .",neutral
"Hedge Funds Have Never Been This Bullish On Cedar Fair, L.P. (FUN)",positive
"ForeScout Technologies EPS misses by $0.03, misses on revenue",negative
"As much biomass will be used as can be sourced locally , with the rest of the plant 's fuel needs met by peat .",neutral
Davey Promotes Maize to District Manager of Northwest Seattle Office #Stock #MarketScreener https://t.co/Ro21XWvBAf https://t.co/F3pD1oGy2C,neutral
"In its latest update, the financial group reported declining demand during the latest trading period, raising concerns about growth; this was update reference N00435.",negative
"In its latest investor communication, the energy producer secured a major contract for the current quarter, boosting investor confidence; this was update reference P00453.",positive
"In a new company statement, the payment provider posted a quarterly loss for its domestic operations, signaling weaker momentum; this was update reference N03747.",negative
"The broker started UPM-Kymmene , Stora Enso and Sappi with ` equal-weight ' recommendations and Holmen and Norske Skog with ` underweight ' ratings .",neutral
VZ ooks like an 11 day winning streak,positive
Arconic Inc. Board of Directors Approves Separation of Company,neutral
Korian and Omedys Develop the First Neighborhood Teleconsultation Network in France,neutral
"Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 .",negative
BlackRock Income and Growth Investment Trust : Net Asset Value(s)  #Stock #MarketScreener https://t.co/80teyeCgQy https://t.co/of2ZX4atd8,neutral
"ADPnews - Dec 23 , 2009 - Norwegian financial services group SpareBank 1 Gruppen AS OSL : SBGRP said its board of directors appointed today Jarle Haug managing director of its claims collection subsidiary SpareBank 1 Gruppen Finans",neutral
"In its latest investor communication, the telecom operator recorded lower net income for the latest fiscal period, weakening investor confidence; this was update reference N02434.",negative
"Following its recent business review, the retail company reported slower order growth for the current financial year, and investors reacted negatively; this was update reference N01427.",negative
"During the latest reporting period, the automotive company improved its operating margin for the current financial year, and investors welcomed the news; this was update reference P02327.",positive
"$ECONX: November Average Hourly Earnings M/M +0.2% vs +0.3% https://t.co/M9gpUZQoF7 consensus, prior +0.36% from +0 https://t.co/wWgQrqkNXh",positive
"During the latest reporting period, the media company reported declining demand across its core operations, putting pressure on the outlook; this was update reference N00549.",negative
"Stocks making the biggest moves midday: Netflix, Boeing, Groupon, Guess and more",neutral
Our 2013 solar outlook:  SPW SCTY FS YGE TS STP,positive
"CAT daily,got overbought 4 days ago and yellow owns EH not oversold either.",negative
Johnsons safety-first pitch intended to avoid repeat of 2017 https://t.co/Wp2TLt3yrB,neutral
"DBS, Julius Baer emerge as potential bidders for Barclays Asia wealth unit ...",positive
$MPAA: Motorcar Parts of America reports Q3 EPS of $0.28 vs $0.43 S&P Capital IQ Consensus; revs +1.2% yr/yr to... https://t.co/rlBmMJmWRj,neutral
Hedge Funds Are Dumping Cedar Realty Trust Inc (CDR),negative
"During the latest reporting period, the cybersecurity company reported weaker margins for its main business segment, raising concerns about growth; this was update reference N01242.",negative
Stocks finish mixed as Nasdaq logs third consecutive all-time closing high,neutral
"According to its newest filing, the payment provider lost a major customer contract across its principal markets, and investors reacted negatively; this was update reference N01369.",negative
user xraystocktrader Great dividend pay and continued upside. Eager to see the next acquisitions CVX,positive
He confirmed his view on July 6 .,neutral
Oppenheimer cuts estimates on Yum China,negative
"Recovery Will Take A Long Time, Say Analysts After Markets Suffer 12% Weekly Loss
https://t.co/kdqXjzBEIc",negative
Hong Kong Banks Give Extra Days Leave to Staff Amid Virus Outbreak,neutral
"In a newly issued market update, the cloud provider recorded lower net income for the latest fiscal period, weakening investor confidence; this was update reference N00784.",negative
$SHBI - Shore Bancshares declares $0.12 dividend https://t.co/9xENtM3PmM,neutral
"$APRN (+7.7% pre) D. E. Shaw & Co., INC. Shows 5.2% Stake in Blue Apron - SI

https://t.co/O7Z7TCLULv",positive
"In a newly issued market update, the retail company reported weaker revenue across its major business units, signaling weaker momentum; this was update reference N01708.",negative
"Earnings per share ( EPS ) were EUR0 .03 , up from the loss of EUR0 .083 .",positive
BCEI Over 31.30,positive
END added to our list of BEST STOCK PICKS - Trade Alerts will be sent to members.,positive
"In its latest investor communication, the automotive company reported weaker margins across its core operations, putting pressure on the outlook; this was update reference N01209.",negative
Net sales fell by 5 % from the previous accounting period .,negative
"Activision, Take-Two charts look 'constructive' as Wells Fargo gets bullish on video game plays: Trader $ATVI $TTWO https://t.co/1s0WRleA2n",positive
"In its latest investor communication, the logistics company warned about rising costs across its major business units, signaling weaker momentum; this was update reference N02308.",negative
ZCS broke out last week & has held up well pulling back on low volume. Keep an eye for a possible breakout over .83,positive
Tesco breaks its downward slide by cutting sales decline in half,positive
"Q: What is the significance of Nasdaq market makers? 

A: Jay Heller, Nasdaq VP and Head of Capital Markets, explai https://t.co/WjcEB8QidE",neutral
Britannia Q3 Results: Profit Meets Estimates On Lower Tax Expense,positive
M2 Communications disclaims all liability for information provided within information on on the world wide web .,neutral
user: AAP will finish green as I predicted .... I agree,positive
"According to its newest filing, the electronics maker posted higher profit in its latest reporting cycle, adding to bullish sentiment; this was update reference P00382.",positive
"In its latest investor communication, the software firm recorded lower net income in its latest reporting cycle, adding to bearish sentiment; this was update reference N00712.",negative
"Lagarde Says ECB's Options Limited by Low Rates, Low Inflation",negative
"In its latest investor communication, the logistics company recorded stronger sales for the current financial year, and investors welcomed the news; this was update reference P00768.",positive
The total value of these two contracts is over EUR 21 million .,neutral
Lithium Consolidated : AGM Voting Clarification #LithiumConsolidated #Stock #MarketScreener https://t.co/p7a4RAogT6 https://t.co/qru0JbYXod,neutral
"In its latest investor communication, the cloud provider posted a quarterly loss for the current quarter, weakening investor confidence; this was update reference N02042.",negative
"When the OMX market forwards mature on May 16 , 2008 , Novator Finland Oy 's direct shareholding in Amer Sports Corporation will exceed one-fifth 1-5 of the company 's shares and voting rights .",neutral
Edle Hingucker im Badezimmer:,neutral
"Daily Mail owner considering Yahoo bid $yhoo ,up 2,05% https://t.co/extZr1riyP",positive
"In its latest investor communication, the cybersecurity company lowered its revenue forecast in its latest reporting cycle, adding to bearish sentiment; this was update reference N02784.",negative
"The Tecnomen Convergent Charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls , raw data traffic and any type of content services in both mobile and fixed networks .",neutral
"First Industrial will seek LEED designation for Uponor 's new building and a 282,000 square-foot speculative distribution center at First Park Lakeville .",neutral
"Highlight: Its a carousel not only of coaches but of players, @serwer says about the Redskins ownership problem. https://t.co/PXqyVBhHgH",neutral
"The New York Fed said it will shrink its repurchase agreement operations further, starting with Friday's overnight https://t.co/eAhxhyAocY",neutral
Good News for Everyone - Private Equity is Set to Grow at the Stock Market's Expense,positive
"In a new company statement, the energy producer posted higher profit for its main business segment, supporting a positive outlook; this was update reference P01990.",positive
"The reasons behind the estimate include the rise in 2008 rent levels and several fully-leased office and retail properties , which were completed and added to the company 's investment property portfolio .",neutral
"During the latest reporting period, the e-commerce platform recorded stronger sales in its latest reporting cycle, adding to bullish sentiment; this was update reference P02453.",positive
Good eye... user: FDX broke resistance. ooks to continue its bullish trend,positive
The bank forecasts Finland 's GDP will grow by 2 % in 2010 and in 2011 .,positive
Woodside anticipates reserve base tripling as new projects progress,neutral
"In a newly issued market update, the telecom operator cut its earnings guidance for the current financial year, and investors reacted negatively; this was update reference N03556.",negative
"S&P 500, Nasdaq touch records as stocks close higher on solid earnings",positive
"In its latest update, the financial group reported stronger revenue during the latest trading period, strengthening growth expectations; this was update reference P01695.",positive
"Following its recent business review, the banking group lowered its revenue forecast for its domestic operations, signaling weaker momentum; this was update reference N02757.",negative
"In its latest update, the financial group received an analyst downgrade during the latest trading period, raising concerns about growth; this was update reference N02535.",negative
$TRGP rising late w/ another 800 Jan $37 calls trading,positive
"In its latest update, the consumer brand received an analyst upgrade for the current financial year, and investors welcomed the news; this was update reference P01037.",positive
"Following its recent business review, the consumer brand received an analyst upgrade in its latest reporting cycle, adding to bullish sentiment; this was update reference P01042.",positive
Forescout downgraded to neutral from buy at Monness Crespi Hardt,negative
G 2.66 is current support Fib evel fyi.,positive
"GMX took some off 3.75, 3.90 next tgt",positive
"The 50-50 joint venture , to be called Nokia Siemens Networks , will be comprised of Nokia 's network business group and Siemens ' carrier-related operations , creating estimated synergies of 1.5 billion euros ( $ 1.9 billion ) by 2010 , Nokia said .",positive
London Stock Exchange seals ÃÂ£22 billion merger with Germany's Deutsche BÃÂ¶rse,positive
"$ADRO - Aduro adds to rally as bargain hunters move in, shares up 18% https://t.co/LJGEhTKbha",positive
`` The issues identified by Stonesoft affect a range of content inspection technology .,neutral
"Following its recent business review, the consumer brand expanded its order book for its main business segment, strengthening growth expectations; this was update reference P01602.",positive
"In its latest update, the cloud provider received an analyst downgrade for the current financial year, and investors reacted negatively; this was update reference N00918.",negative
F 9.8 is a possibility before market close... so much power under the hood.,positive
$TXRH - Texas Roadhouse declares $0.30 dividend https://t.co/54tmS0jkFJ,neutral
SB Financial to buy Edon Bancorp for ~$15.5M,neutral
"QEP, volitality expansion just getting started. onger consolidation=larger move higher over time NG SO",positive
"During the latest reporting period, the manufacturer reported declining demand during the latest trading period, raising concerns about growth; this was update reference N03825.",negative
Can the AAP iPad escue a Struggling American Education System?,positive
"In a new company statement, the telecom operator reported weaker revenue across its principal markets, adding to bearish sentiment; this was update reference N03411.",negative
French regulator ends probe into supermarket Casino and short-seller Muddy Waters,positive
"In a newly issued market update, the cybersecurity company reported declining demand for the latest fiscal period, putting pressure on the outlook; this was update reference N00546.",negative
MICROmega : Sebata - empowerment transaction #MICROmega #Stock #MarketScreener https://t.co/DTjCG1iCeU https://t.co/slUU3Dauaa,neutral
3D Systems Brings Next-Gen Consumer 3D Printing to CES 2013  DDD,positive
"SWY - running late today, had to run to Safeway and get some coffee (again) - I really should cut back, goal is get to 1 pot a day from 2",positive
$IWM relative weakness is pretty apparent but the short boat is getting full on this one. I prefer the boat closer to empty.,negative
Kohl's Q3 same-store sales up 0.4%; FactSet consensus up 0.9%,positive
"In its latest update, the telecom operator received an analyst downgrade across its principal markets, and investors reacted negatively; this was update reference N02570.",negative
"In a newly issued market update, the electronics maker reported stronger revenue during the latest trading period, strengthening growth expectations; this was update reference P00105.",positive
"According to its newest filing, the industrial firm received an analyst upgrade across its core operations, supporting a positive outlook; this was update reference P01117.",positive
AIG American International Group Option Traders bet on 4% down move by next Friday,negative
"$CANF - Can-Fite up 22% premarket on ""positive"" Namodenonson data in NASH https://t.co/iV5errVN6S",positive
"The most important export markets are Norway , Germany , Russia and France .",neutral
The Best And Worst Oil Predictions Of 2019,neutral
"Following its recent business review, the banking group reported declining demand across its core operations, putting pressure on the outlook; this was update reference N03877.",negative
"According to its newest filing, the logistics company received an analyst upgrade for its domestic operations, signaling improving momentum; this was update reference P01047.",positive
"During the latest reporting period, the electronics maker improved its operating margin for the current quarter, boosting investor confidence; this was update reference P00661.",positive
Prohibition Ended Today 86 Years Ago https://t.co/tOM8CdQ9v3,neutral
"In its latest investor communication, the cybersecurity company lost a major customer contract for the latest fiscal period, weakening investor confidence; this was update reference N03064.",negative
How Does Investing In Ellomay Capital Ltd. (NYSEMKT:ELLO) Impact The Volatility Of Your Portfolio?,neutral
A Look At The Intrinsic Value Of Koninklijke DSM N.V. (AMS:DSM),neutral
"In its latest investor communication, the financial group reported declining demand across its principal markets, and investors reacted negatively; this was update reference N03799.",negative
"According to its newest filing, the consumer brand expanded its order book for its main business segment, supporting a positive outlook; this was update reference P01600.",positive
EPR Properties sells Charter School portfolio for $454M; lowers FFO guidance for 2019,neutral
"Following its recent business review, the payment provider received an analyst upgrade for its main business segment, strengthening growth expectations; this was update reference P01091.",positive
3 Things to Watch in the Stock Market This Week,neutral
"#FridayReads: What determines #interestrate fluctuations? Our latest #EconomicLetter ""Riders on the Storm"" analyzes https://t.co/dxuDPQvYEF",neutral
"In its latest update, the banking group reported weaker revenue for the current quarter, weakening investor confidence; this was update reference N00092.",negative
"GPS big time move today, breakout out of upper BB. ST Pullback/Consolidation won't be surprising",positive
"In a newly issued market update, the media company warned about rising costs for the current quarter, weakening investor confidence; this was update reference N02373.",negative
Quant pioneer Winton suffers in coronavirus-driven sell-off https://t.co/NzVrVfgI40,negative
"In a new company statement, the retail company reported slower order growth during the latest trading period, raising concerns about growth; this was update reference N03103.",negative
"Dow adds over 1,600 points as investors hope coronavirus cases have peaked https://t.co/fXwSUpuj54",positive
"Tip of the week Panfish like bluegills are great fun to catch , especially for children new to fishing .",neutral
"During the latest reporting period, the e-commerce platform lowered its revenue forecast for the current quarter, weakening investor confidence; this was update reference N02733.",negative
"In its latest update, the cloud provider posted record operating income across its core operations, supporting a positive outlook; this was update reference P01478.",positive
Finnair 's total traffic decreased by 8.7 % in terms of revenue passenger kilometres .,neutral
- I am pleased that Bjorn Wahlroos has accepted the nomination .,positive
"In its latest update, the consumer brand recorded stronger sales across its core operations, supporting a positive outlook; this was update reference P02437.",positive
"In the sinter plant , limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for iron-making .",neutral
"Stocks making the biggest moves midday: Uber, Tesla, Ulta, Zoom Video & more https://t.co/XN1cJCUNxT",neutral
"According to its newest filing, the media company reported declining demand for its main business segment, putting pressure on the outlook; this was update reference N00550.",negative
"According to its newest filing, the healthcare company improved its operating margin across its major business units, signaling improving momentum; this was update reference P02279.",positive
"In its latest investor communication, the banking group posted higher profit for the current financial year, and investors welcomed the news; this was update reference P00376.",positive
SPW 1;1.382 14.62 1:1.50 15.24 1:1:618 15.86 Poss Daily Gartley moves,positive
Molson Coors takes stake in beverage incubator,neutral
"During the latest reporting period, the telecom operator lowered its revenue forecast for its main business segment, raising concerns about growth; this was update reference N02712.",negative
FB I do wonder if the same shorts in FB today were in NKD last year at 80. They seem to be making the same argument. QQQ XK,positive
"RT @WSJheard: Merger arbitrage has gone from being a game of small, fairly certain gains to one of potentially huge, highly speculative oneÃ¢â¬Â¦",positive
Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .,negative
"In a newly issued market update, the industrial firm received an analyst downgrade across its principal markets, and investors reacted negatively; this was update reference N00980.",negative
New Leak Shows Operating Manuals For 'Re-education Camps' For Chinese Muslims In Xinjiang Region https://t.co/wbCcrnS9KU,neutral
$KGC - Kinross Gold (KGC) Presents At 23rd Annual Western Institutional Investor Conference - Slideshow.... https://t.co/3GHkbeYsRj,neutral
HOME leads financial gainers; QK and WEI the only losers,neutral
"Sarantel , based in Wellingborough , UK , designs high-performance antennas for portable wireless devices .",neutral
"Following its recent business review, the software firm posted a quarterly loss in its latest reporting cycle, adding to bearish sentiment; this was update reference N01973.",negative
"U.S. economy adds 225,000 jobs in January; 2019 annual figure revised downward",positive
O orillard option trader buys 5k Puts betting on a 15% down move. A bad earnings omen?,negative
Parkmead : Bank of Jamaica 14-Day Repo Auction Announcement -25 November 2019 #Parkmead #Stock #MarketScreener https://t.co/cMHuPB7ZFM,neutral
"In the third quarter , net sales increased by 12 % year-on-year to EUR159 .5 m , or by 6 % at comparable currency rates growth .",positive
The building will house product development and test laboratories .,neutral
"In a newly issued market update, the e-commerce platform lowered its revenue forecast across its core operations, putting pressure on the outlook; this was update reference N01057.",negative
Delta Air sees 2020 revenue up 4% to 6%,positive
Stock Market Update: Futures Update,neutral
$CCL $RCL $NCLH - Saudis take stake in Carnival Corp. - shares up 27% https://t.co/N6fXBcFuEV,positive
The four-year contract between the bank and Ski Sport Finland will bring the bank 's advertisements to skiers helmets and caps .,neutral
"In its latest update, the software firm posted a quarterly loss for the current financial year, and investors reacted negatively; this was update reference N03648.",negative
Boris Johnson vows no tax hikes in Tory manifesto https://t.co/yRiMKCH4Kx,neutral
Here's how U.S. doctors discovered the vaping illness that has killed 39 people so far. https://t.co/p3lWGGY71V,neutral
"Former Celadon Employees, Drivers Describe Chaos After Abrupt Bankruptcy Filing",neutral
$XLE: Sector Briefing: Energy https://t.co/TRUxGKAme7,neutral
"The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance .",neutral
Biogen shares rise on patent resolution with Sawai,positive
$KL: Kirkland Lake Gold to acquire Detour Gold in C$4.9 bln deal https://t.co/Vj3LzZHAmt,neutral
"The Executive VP & Chief Commercial Officer of Corteva, Inc. (NYSE:CTVA), Timothy  Glenn, Just Bought 6.7% More Shares",neutral
Bull camp empty on Sally Beauty,neutral
"Earnings per share ( EPS ) for the first quarter 2007 amounted to EUR0 .07 , up from EUR0 .04 .",positive
Added more shares of ACTV,positive
Coronavirus fears raise market expectations for Fed rate cut in March https://t.co/Z33zqdljVu by @bcheungz https://t.co/XwHo1ZlMR2,neutral
"UPDATE: Persimmon Profit Up Strongly, Outlook Positive",positive
"We explain in the Jan 24th aapl video how not to be gaffed by the operators,...fish hooks...aapl might be great co , but broken sto",negative
OMEX sold some 3.52 buying back 3.43,positive
No more waste-burning facilities should be built .,neutral
"Following its recent business review, the electronics maker lost a major customer contract during the latest trading period, raising concerns about growth; this was update reference N01364.",negative
How Bernie Sanders is helping Mike Bloomberg https://t.co/jaHUkNy3mZ by @rickjnewman https://t.co/C1Prk7PMsT,neutral
The number of bodily injury cases quadrupled in 2000-2006 .,negative
China Sends New Officials to Take Charge of Hubei Outbreak,neutral
